RefId;IsBadBuy;PurchDate;Auction;VehicleAge;Make;Model;Trim;SubModel;Color;Transmission;WheelTypeID;VehOdo;Nationality;Size;TopThreeAmericanName;MMRAcquisitionAuctionAveragePrice;MMRAcquisitionAuctionCleanPrice;MMRAcquisitionRetailAveragePrice;MMRAcquisitonRetailCleanPrice;MMRCurrentAuctionAveragePrice;MMRCurrentAuctionCleanPrice;MMRCurrentRetailAveragePrice;MMRCurrentRetailCleanPrice;VehBCost;WarrantyCost;State|ZIPC
33538;0;8/11/2009;MANHEIM;4;CHRYSLER;PT CRUISER 2.4L I4 S;Tou;4D SEDAN;SILVER;AUTO;2;43141;AMERICAN;MEDIUM;CHRYSLER;42430;51950;50820;61110;43990;54710;52510;64090;51100;975;FL|34761
45789;0;8/27/2009;MANHEIM;4;PONTIAC;GRAND PRIX 3.8L V6 S;Bas;4D SEDAN;SILVER;AUTO;2;71657;AMERICAN;LARGE;GM;55760;71230;65220;81930;55660;71580;65110;82310;75700;1974;MO|64161
20157;0;4/13/2010;OTHER;3;FORD;FUSION 4C;SE;4D SEDAN SE;WHITE;AUTO;1;80735;AMERICAN;MEDIUM;FORD;109050;123500;140430;154760;103640;117930;134920;145680;62900;853;CA|95673
61021;0;4/22/2009;MANHEIM;3;DODGE;STRATUS V6 2.7L V6 M;SXT;4D SEDAN SXT FFV;WHITE;AUTO;2;68663;AMERICAN;MEDIUM;CHRYSLER;54800;64610;64180;74780;57530;64920;67130;75110;58000;1215;MO|63044
43266;0;6/2/2010;MANHEIM;6;HYUNDAI;SANTA FE 2WD V6;GLS;4D CUV 2.7L GLS;GOLD;AUTO;1;68963;OTHER ASIAN;MEDIUM SUV;OTHER;50200;60930;77490;95100;51950;65600;87950;105350;70500;630;FL|32124
63170;0;10/12/2010;MANHEIM;2;CHEVROLET;IMPALA V6;LS;4D SEDAN LS 3.5L FFV;BROWN;AUTO;2;72168;AMERICAN;LARGE;GM;78810;88860;124570;134430;78220;87040;119410;126760;84100;1974;NC|28625
22174;0;7/22/2009;MANHEIM;6;DODGE;1500 RAM PICKUP 2WD;Lar;QUAD CAB 5.7L SLT;SILVER;AUTO;1;69813;AMERICAN;LARGE TRUCK;CHRYSLER;73910;92310;84820;104690;78320;100030;89590;113030;83700;1125;CA|92807
69338;0;2/5/2010;ADESA;5;SATURN;ION;3;4D SEDAN LEVEL 3;GREY;MANUAL;1;79936;AMERICAN;MEDIUM;GM;40850;52330;77860;91690;49170;59700;85180;99500;44600;803;CA|91752
50072;0;10/13/2010;MANHEIM;3;KIA;SPECTRA;EX;4D SEDAN EX;SILVER;AUTO;2;63460;OTHER ASIAN;MEDIUM;OTHER;53300;62810;86960;93550;54390;66830;85430;94560;63400;533;NM|87105
39687;0;1/21/2010;MANHEIM;4;KIA;SEDONA;EX;4D WAGON EX;WHITE;AUTO;2;72671;OTHER ASIAN;VAN;OTHER;72900;90260;117750;126620;89430;111710;128430;150760;76950;1389;AZ|85353
34245;0;12/22/2009;MANHEIM;5;CHEVROLET;MALIBU 4C;Cla;4D SEDAN CLASSIC;GOLD;AUTO;2;66510;AMERICAN;MEDIUM;GM;26630;37550;56810;69180;22900;32280;53510;67000;37150;1020;CO|80022
1314;1;4/28/2009;ADESA;3;CHEVROLET;HHR 2.4L I-4 MPI;LT;4D SUV 2.2L 1LT;ORANGE;AUTO;1;66976;AMERICAN;MEDIUM;GM;58780;71020;68480;81700;58780;71020;68480;81700;65400;728;TN|38118
30088;0;6/2/2010;MANHEIM;4;MAZDA;MAZDA6;s;4D SEDAN S;GREY;AUTO;1;74576;OTHER ASIAN;MEDIUM;OTHER;71620;88920;110730;127700;65850;83180;107130;122630;72500;1506;FL|32824
32066;0;4/23/2010;OTHER;4;CHRYSLER;PT CRUISER;Bas;4D SEDAN;RED;AUTO;2;71614;AMERICAN;MEDIUM;CHRYSLER;52070;62710;84040;94770;47420;58020;83210;93710;52000;1389;SC|29461
5969;0;11/9/2010;MANHEIM;6;CHRYSLER;PT CRUISER;Bas;4D SEDAN;RED;AUTO;2;72601;AMERICAN;MEDIUM;CHRYSLER;30050;40510;60480;72760;31700;41250;64260;75490;51550;1389;AZ|85040
15138;0;9/23/2009;MANHEIM;3;CHEVROLET;IMPALA 3.5L V6 SFI;LT;4D SEDAN LT 3.5L;WHITE;AUTO;1;84778;AMERICAN;LARGE;GM;73090;88440;83940;100520;65180;76110;103850;117800;66000;2152;CA|94544
26957;1;11/23/2010;MANHEIM;4;FORD;TAURUS;SE;4D SEDAN SE;BLUE;AUTO;1;98190;AMERICAN;MEDIUM;FORD;42280;54760;76070;88610;38510;51080;70860;83880;46100;1053;TX|75050
72050;1;4/1/2010;ADESA;3;DODGE;CALIBER;Bas;4D WAGON;BLACK;AUTO;2;94908;AMERICAN;MEDIUM;CHRYSLER;74790;87090;109130;120890;70350;81890;102420;113800;64050;1053;CO|80817
71931;0;6/11/2009;ADESA;3;CHEVROLET;MALIBU V6 3.5L V6 SF;LS;4D SEDAN LS;RED;AUTO;2;79359;AMERICAN;MEDIUM;GM;62360;74420;72350;85370;62360;74420;72350;85370;52900;1272;CO|80817
23735;0;12/15/2010;MANHEIM;4;FORD;FOCUS;ZX4;4D SEDAN ZX4;SILVER;AUTO;2;77271;AMERICAN;COMPACT;FORD;38090;49780;75990;86530;48810;60740;86290;94710;48950;1155;CA|92807
19100;0;1/19/2010;MANHEIM;4;NISSAN;SENTRA;Bas;4D SEDAN 1.8;SILVER;AUTO;1;81758;TOP LINE ASIAN;COMPACT;OTHER;46320;56340;81170;95570;54930;64600;94260;102140;51800;594;CO|80022
25937;0;8/18/2010;OTHER;3;NISSAN;VERSA;S;4D HATCHBACK S;BLACK;AUTO;2;57610;TOP LINE ASIAN;COMPACT;OTHER;67120;78760;103170;116830;66940;75330;97990;109420;62000;588;SC|29697
69124;0;3/13/2009;ADESA;4;SATURN;VUE 2WD 4C 2.2L I4 M;LS;4D CUV 2.2L;BLUE;AUTO;1;73955;AMERICAN;MEDIUM SUV;GM;61750;74870;71690;85860;37470;50740;45470;59800;69500;1623;CA|91752
70313;0;4/29/2010;ADESA;5;CHEVROLET;MALIBU MAXX V6;LS;4D SEDAN LS;RED;AUTO;1;86476;AMERICAN;MEDIUM;GM;50460;63380;82120;96460;52880;65430;83520;93640;60000;1373;FL|32219
39356;0;2/18/2009;MANHEIM;4;CHEVROLET;TRAILBLAZER EXT 4WD;LS;4D SUV 4.2L;WHITE;AUTO;1;74581;AMERICAN;MEDIUM SUV;GM;84500;105080;96260;118490;86310;103320;98210;116590;77200;1974;LA|70460
9192;0;4/6/2009;MANHEIM;5;CHEVROLET;CAVALIER 4C 2.2L I4;Bas;2D COUPE;SILVER;MANUAL;2;92935;AMERICAN;COMPACT;GM;27360;37310;34550;45290;27360;37310;34550;45290;30350;1341;NC|27542
66488;1;12/17/2009;ADESA;4;SUZUKI;FORENZA;S;4D SEDAN;BLACK;AUTO;2;70573;OTHER ASIAN;MEDIUM;OTHER;33070;42010;62430;72820;33490;41180;66230;73080;44200;569;NC|28273
31920;0;3/13/2009;OTHER;4;CHRYSLER;PACIFICA AWD 3.5L V6;Bas;4D SPORT;GREEN;AUTO;1;85420;AMERICAN;CROSSOVER;CHRYSLER;80080;91170;91490;103460;76290;87400;87390;99390;65000;2022;SC|29461
58698;0;9/8/2010;OTHER;2;CHEVROLET;IMPALA V6;LS;4D SEDAN LS 3.5L FFV;WHITE;AUTO;2;88958;AMERICAN;LARGE;GM;82520;94590;115480;133310;78220;87040;119410;126760;68450;2152;FL|33311
57108;1;1/14/2009;MANHEIM;6;FORD;FOCUS 2.0L I4 EFI;SE;4D WAGON;WHITE;AUTO;1;77052;AMERICAN;COMPACT;FORD;24960;32760;31960;40380;25360;38040;32390;46080;37450;1455;CA|92057
35506;0;11/18/2010;OTHER;2;JEEP;COMPASS FWD 4C;Spo;4D SUV SPORT 2.0L;BLACK;AUTO;1;49968;AMERICAN;SMALL SUV;CHRYSLER;77140;86950;117670;131660;87500;95380;122590;130570;87000;693;CA|90045
18496;0;12/20/2010;MANHEIM;4;CHRYSLER;PACIFICA FWD;Bas;4D SPORT;GREEN;AUTO;2;77721;AMERICAN;CROSSOVER;CHRYSLER;61100;74600;102500;114360;70580;85650;105490;119720;80000;1389;FL|32824
19770;0;9/29/2009;OTHER;4;CHEVROLET;IMPALA 3.4L V6 SFI;Bas;4D SEDAN;WHITE;AUTO;2;67369;AMERICAN;LARGE;GM;44040;58070;52560;67720;44040;58070;52560;67720;53050;1703;CA|95673
71678;0;2/25/2010;ADESA;3;PONTIAC;GRAND PRIX;Bas;4D SEDAN;BLACK;AUTO;2;59519;AMERICAN;LARGE;GM;79640;94370;115550;133450;77800;92530;119870;134900;80800;1500;NC|28273
18311;1;10/6/2010;MANHEIM;6;SUZUKI;AERIO;S;4D SEDAN LX;BLUE;AUTO;2;74494;OTHER ASIAN;COMPACT;OTHER;28190;37960;57540;66230;29290;37890;57960;65380;41500;920;FL|32824
55956;0;1/12/2010;OTHER;2;DODGE;AVENGER 4C;SXT;4D SEDAN SXT;WHITE;AUTO;1;43567;AMERICAN;MEDIUM;CHRYSLER;93370;107880;128190;140480;98790;110750;132680;142680;78000;834;AZ|85284
46033;0;5/26/2010;MANHEIM;4;CHRYSLER;SEBRING 4C;Bas;4D SEDAN;SILVER;AUTO;1;77050;AMERICAN;MEDIUM;CHRYSLER;47950;60060;81280;91140;42180;55880;75830;88690;62250;1155;MO|64161
19561;0;6/2/2009;OTHER;2;CHEVROLET;IMPALA 3.5L V6 SFI;LS;4D SEDAN LS;BROWN;AUTO;2;74303;AMERICAN;LARGE;GM;76440;88920;87560;101030;76440;88920;87560;101030;71350;1974;CA|95673
19861;0;10/27/2009;OTHER;3;MAZDA;MPV 2WD V6;ES;WAGON LX;GREY;AUTO;1;81291;OTHER ASIAN;VAN;OTHER;79440;95470;90800;108110;74200;91830;113070;126320;55050;1113;CA|95673
54963;0;7/21/2010;OTHER;2;CHEVROLET;IMPALA V6;LT;4D SEDAN LT 3.5L FFV;SILVER;AUTO;1;74869;AMERICAN;LARGE;GM;88440;103720;130940;146640;90210;107940;126840;153030;82100;1974;OK|73108
52358;0;12/15/2010;MANHEIM;5;FORD;F150 PICKUP 2WD V8;STX;EXT CAB 4.6L STX;RED;AUTO;1;91510;AMERICAN;LARGE TRUCK;FORD;73330;94080;119110;137890;68680;85810;116700;133500;97500;909;TX|78219
59011;0;4/16/2009;MANHEIM;5;SATURN;ION 2.2L I4 EFI;1;4D SEDAN LEVEL 1;WHITE;AUTO;1;69850;AMERICAN;MEDIUM;GM;33620;44540;41310;53100;33620;44540;41310;53100;41550;728;CA|92337
61444;0;7/21/2009;MANHEIM;3;CHEVROLET;HHR 2.2L I4 MPI;LS;4D SUV 2.2L LS;SILVER;AUTO;2;66171;AMERICAN;MEDIUM;GM;58460;71030;68140;81710;59300;71660;69040;82390;66950;728;NC|28625
65526;0;9/9/2009;MANHEIM;4;CHEVROLET;IMPALA 3.4L V6 SFI;Bas;4D SEDAN;BLUE;AUTO;2;80688;AMERICAN;LARGE;GM;44980;59110;53580;68840;42670;57370;51080;66960;47650;2152;UT|84087
49310;0;5/27/2010;OTHER;2;DODGE;AVENGER 4C;SXT;4D SEDAN SXT;RED;AUTO;1;61268;AMERICAN;MEDIUM;CHRYSLER;98860;114170;130330;144810;98240;112810;133260;145500;91350;1020;OK|73108
6607;0;6/15/2010;MANHEIM;7;MITSUBISHI;GALANT 4C;ES;4D SEDAN ES;SILVER;AUTO;2;80709;OTHER ASIAN;MEDIUM;OTHER;26600;37030;52830;64850;32250;42980;57640;67800;54000;894;AZ|85040
53418;0;8/31/2009;OTHER;1;CHRYSLER;SEBRING 4C 2.4L I4 E;LX;4D SEDAN LX;BLACK;AUTO;2;46705;AMERICAN;MEDIUM;CHRYSLER;83470;88500;95150;100580;80090;85300;91500;97120;78000;834;OK|74135
71239;1;1/22/2009;ADESA;6;FORD;MUSTANG V8 4.6L V8 E;GT;2D COUPE GT;SILVER;AUTO;1;72042;AMERICAN;SPORTS;FORD;64560;77070;74720;88240;72470;84200;83270;95940;72300;1689;NC|28273
44823;0;5/20/2010;OTHER;4;CHEVROLET;UPLANDER FWD V6;LS;PASSENGER EXT 3.5L LS;SILVER;AUTO;2;81109;AMERICAN;VAN;GM;67590;88310;109850;133700;60040;75750;95430;113030;75000;2282;TX|76063
3672;0;3/9/2010;ADESA;5;CHEVROLET;IMPALA;Bas;4D SEDAN;RED;AUTO;2;83582;AMERICAN;LARGE;GM;47720;58690;75070;86510;39360;52000;75320;91170;64250;2152;OH|45005
37163;0;7/14/2010;MANHEIM;4;NISSAN;ALTIMA;Bas;4D SEDAN 2.5 S;GREY;AUTO;2;85568;TOP LINE ASIAN;MEDIUM;OTHER;83430;101770;118330;133750;75260;91380;112790;126030;84400;723;TX|75236
55131;0;5/25/2010;MANHEIM;3;FORD;TAURUS;SE;4D SEDAN SE;GREY;AUTO;1;60225;AMERICAN;MEDIUM;FORD;58120;70880;90680;104090;53090;67960;87860;103470;62650;825;OR|97217
24910;0;8/9/2010;OTHER;4;DODGE;CHARGER;Bas;4D SEDAN SXT;SILVER;AUTO;1;62001;AMERICAN;SPECIALTY;CHRYSLER;90690;107240;134650;152590;88430;109290;129210;149210;100000;1215;TX|76063
60788;0;10/19/2010;OTHER;3;DODGE;CALIBER;Bas;4D WAGON;BLUE;AUTO;2;79024;AMERICAN;MEDIUM;CHRYSLER;62390;75980;103310;113620;58380;69400;94110;104520;57500;920;TX|78426
22348;0;11/18/2009;MANHEIM;7;SATURN;S SERIES;SL1;4D SEDAN SL1;WHITE;MANUAL;2;68957;AMERICAN;COMPACT;GM;18090;27310;24540;34490;19540;26660;45950;54580;31350;1711;CA|92807
52771;0;6/29/2010;OTHER;4;FORD;ESCAPE 4WD 4C;XLS;4D CUV 2.3L XLS;RED;AUTO;1;78090;AMERICAN;SMALL SUV;FORD;78210;98450;119230;142250;73890;86400;113350;126890;76300;1389;WV|26431
72084;0;4/29/2010;ADESA;3;FORD;FIVE HUNDRED;SEL;4D SEDAN SEL;BLACK;AUTO;1;79512;AMERICAN;LARGE;FORD;90700;110030;127810;146740;84190;103920;119720;140990;79150;1506;CO|80817
29892;0;4/7/2010;MANHEIM;6;CHEVROLET;MALIBU V6;LS;4D SEDAN LS;RED;AUTO;1;79592;AMERICAN;MEDIUM;GM;48950;62200;78280;92680;40690;53140;70110;82310;68500;1272;FL|32824
68453;0;2/25/2010;ADESA;6;NISSAN;SENTRA;S;4D SEDAN 1.8;SILVER;AUTO;2;79060;TOP LINE ASIAN;COMPACT;OTHER;38550;45780;72300;80550;36810;44380;66930;77070;58550;569;CO|80817
62119;1;9/24/2010;ADESA;4;SUZUKI;FORENZA;SE;4D SEDAN;GOLD;AUTO;3;62296;OTHER ASIAN;MEDIUM;OTHER;37530;49440;68240;82130;36410;47490;68720;81380;51700;533;CA|91752
239;0;5/3/2010;ADESA;5;FORD;F150 PICKUP 2WD V6;STX;REG CAB 4.2L STX;WHITE;AUTO;1;88173;AMERICAN;LARGE TRUCK;FORD;71600;85360;115500;131420;75480;99840;123540;154360;61000;594;FL|33619
49504;0;12/9/2010;OTHER;5;CHEVROLET;TRAILBLAZER EXT 2WD;LS;4D SUV 4.2L LS;SILVER;AUTO;1;79919;AMERICAN;MEDIUM SUV;GM;66260;81400;109800;123580;71000;86830;113510;130930;84450;1155;OK|73108
50715;1;1/20/2010;MANHEIM;6;NISSAN;XTERRA 2WD V6;SE;4D SPORT UTILITY;SILVER;AUTO;1;80274;TOP LINE ASIAN;MEDIUM SUV;OTHER;67500;82270;105710;125480;77210;89970;113000;122600;71350;594;TX|78219
58731;0;4/7/2010;MANHEIM;5;CHRYSLER;SEBRING 4C;Bas;4D SEDAN;WHITE;AUTO;1;68646;AMERICAN;MEDIUM;CHRYSLER;42240;54270;74740;86830;39680;51080;73840;83330;55850;1020;WA|98064
51034;0;11/18/2009;OTHER;5;DODGE;STRATUS V6;SE;4D SEDAN SE;WHITE;AUTO;2;87724;AMERICAN;MEDIUM;CHRYSLER;31900;47020;39450;55780;24130;33760;56530;67810;41750;1503;AZ|85009
26003;1;9/8/2010;OTHER;4;KIA;SPECTRA;EX;4D SEDAN;GREY;AUTO;2;77702;OTHER ASIAN;MEDIUM;OTHER;46870;55060;77590;88390;46870;55060;77590;88390;54000;569;SC|29697
43784;1;3/18/2010;MANHEIM;4;MITSUBISHI;GALANT 4C;ES;4D SEDAN ES;WHITE;AUTO;1;59230;OTHER ASIAN;MEDIUM;OTHER;68140;79420;112020;130560;68140;79420;112020;130560;87700;505;VA|22801
28577;0;1/13/2010;MANHEIM;6;CHRYSLER;PT CRUISER;Bas;4D SEDAN;SILVER;MANUAL;3;75161;AMERICAN;MEDIUM;CHRYSLER;33730;41450;65590;76610;36560;45790;68950;86360;44000;1389;FL|32824
9583;0;7/27/2009;MANHEIM;7;DODGE;1500 RAM PICKUP 2WD;ST;REG CAB 4.7L;GOLD;AUTO;1;86003;AMERICAN;LARGE TRUCK;CHRYSLER;42170;52930;50540;62160;41420;52510;49730;61710;60000;1283;NC|27542
11657;0;7/19/2010;MANHEIM;5;CHRYSLER;PT CRUISER;Lim;4D SEDAN LIMITED;SILVER;AUTO;1;64105;AMERICAN;MEDIUM;CHRYSLER;43350;50440;78350;85950;46020;58150;81880;92450;51350;1215;NC|27542
51852;0;8/17/2010;MANHEIM;3;CHEVROLET;IMPALA;LS;4D SEDAN LS;BLUE;AUTO;2;59701;AMERICAN;LARGE;GM;79910;90640;115190;127350;71330;82650;103250;118110;83000;1500;CO|80011
51784;0;7/20/2010;MANHEIM;3;CHEVROLET;IMPALA;LS;4D SEDAN LS;BLACK;AUTO;2;83436;AMERICAN;LARGE;GM;80020;90560;115210;128420;79300;91290;114210;127260;74000;2152;CO|80011
8704;1;8/26/2010;MANHEIM;5;HYUNDAI;SONATA 4C;GL;4D SEDAN;BLUE;AUTO;2;81588;OTHER ASIAN;MEDIUM;OTHER;36750;46620;69100;82280;36550;47670;67200;82080;51950;853;GA|30272
15485;0;7/21/2009;OTHER;5;DODGE;STRATUS V6 2.7L V6 M;SE;4D SEDAN SE;BLUE;AUTO;2;51147;AMERICAN;MEDIUM;CHRYSLER;45370;62430;54000;72420;40650;57130;48900;66700;53000;1086;MD|21014
38210;0;7/16/2010;MANHEIM;4;KIA;SPECTRA;EX;4D SEDAN;GREY;AUTO;2;55050;OTHER ASIAN;MEDIUM;OTHER;44750;54830;74130;87770;37950;46770;67450;77270;62300;505;NV|89165
60137;0;12/21/2010;ADESA;4;CHRYSLER;PT CRUISER;Tou;4D SEDAN;WHITE;AUTO;2;65710;AMERICAN;MEDIUM;CHRYSLER;43080;53490;78830;87110;52150;62390;85590;102400;55250;1215;TX|78754
26091;0;9/29/2010;OTHER;3;CHEVROLET;HHR;LS;4D SUV 2.2L LS;SILVER;AUTO;2;49708;AMERICAN;MEDIUM;GM;62940;77240;99690;113880;60150;72620;96100;114330;73000;623;SC|29697
18709;0;1/20/2009;MANHEIM;3;CHEVROLET;EQUINOX AWD V6 3.4L;LT;4D SUV LT;BLUE;AUTO;1;75463;AMERICAN;MEDIUM SUV;GM;87180;106950;99150;120510;94910;116990;107500;131350;76800;1506;CO|80022
28167;0;8/26/2009;MANHEIM;4;KIA;SPECTRA 2.0L I4 EFI;EX;4D SEDAN EX;BLUE;AUTO;2;71391;OTHER ASIAN;MEDIUM;OTHER;34080;45560;41810;54200;41300;52540;49600;61740;47000;569;FL|32824
45086;0;2/5/2009;OTHER;4;FORD;FREESTAR FWD V6 3.9L;SES;4D PASSENGER 3.9L SES;BROWN;AUTO;1;74158;AMERICAN;VAN;FORD;43650;57090;52140;66660;52170;67500;61340;77900;56550;1506;CO|80229
47385;0;2/23/2010;MANHEIM;6;SATURN;ION;3;4D SEDAN LEVEL 3;GREY;MANUAL;1;62753;AMERICAN;MEDIUM;GM;37050;48370;65790;78070;44880;53200;75120;84660;50600;728;TX|75050
27432;0;8/12/2009;OTHER;6;GMC;ENVOY XL 2WD 6C 4.2L;SLE;4D UTILITY 4.2L SLE;GREY;AUTO;1;87688;AMERICAN;MEDIUM SUV;GM;60570;70750;70420;81410;60760;72270;70620;83050;79950;1543;AZ|85009
24431;0;10/21/2009;OTHER;3;FORD;FIVE HUNDRED 3.0L V6;SE;4D SEDAN SE;GREY;AUTO;1;92739;AMERICAN;LARGE;FORD;60670;71050;70520;81730;58740;69830;99270;111600;60000;1774;SC|29697
54836;0;5/5/2010;OTHER;5;FORD;TAURUS;SEL;4D SEDAN SEL DURATEC;SILVER;AUTO;1;61048;AMERICAN;MEDIUM;FORD;49380;63540;86560;103950;49600;67700;79920;94730;50700;825;OK|73108
47130;0;8/25/2009;MANHEIM;3;FORD;FOCUS 2.0L I4 SFI;ZX4;4D SEDAN ZX4;WHITE;AUTO;2;69795;AMERICAN;COMPACT;FORD;47220;58940;56000;68660;45770;56460;82660;93500;48600;1020;TX|75050
18001;0;6/15/2010;OTHER;3;PONTIAC;G6 4C;Bas;4D SEDAN SE1;BLUE;AUTO;2;65610;AMERICAN;MEDIUM;GM;76560;88430;115940;127570;81110;95820;114550;127930;85750;923;UT|84104
30498;0;9/22/2010;MANHEIM;2;HYUNDAI;SONATA 4C;GLS;4D SEDAN GLS;GREY;AUTO;2;76478;OTHER ASIAN;MEDIUM;OTHER;90210;103390;125410;137840;84930;94460;132470;147330;80500;803;FL|32824
69539;0;2/18/2009;ADESA;3;CHRYSLER;PT CRUISER 2.4L I4 S;Tou;4D SEDAN;BLUE;AUTO;2;65111;AMERICAN;MEDIUM;CHRYSLER;58090;68270;67740;78730;58350;68740;68020;79240;51750;1215;AZ|85226
57324;0;1/27/2010;MANHEIM;6;FORD;TAURUS;SEL;4D SEDAN SE COMFORT;WHITE;AUTO;1;69478;AMERICAN;MEDIUM;FORD;41640;52030;79430;94740;38720;50200;67870;77960;47850;825;CA|92057
20171;0;4/19/2010;OTHER;4;CHEVROLET;HHR;LS;4D SUV 2.2L LS;SILVER;AUTO;2;76149;AMERICAN;MEDIUM;GM;62190;72250;105320;114190;59590;72230;103340;119000;73050;803;CA|95673
10531;0;1/12/2010;MANHEIM;4;NISSAN;ALTIMA;Bas;4D SEDAN;GOLD;AUTO;2;58219;TOP LINE ASIAN;MEDIUM;OTHER;76550;93880;107870;130730;84210;103870;118880;145840;82350;588;TX|77041
7650;0;3/16/2009;MANHEIM;5;FORD;TAURUS 3.0L V6 EFI;SE;4D SEDAN SE;GREEN;AUTO;2;67849;AMERICAN;MEDIUM;FORD;36920;47330;44870;56120;32280;41780;39860;50120;51000;825;NC|27542
60930;0;4/1/2010;MANHEIM;3;HYUNDAI;ACCENT;GS;2D COUPE GS;WHITE;AUTO;2;88491;OTHER ASIAN;COMPACT;OTHER;54510;65340;87820;96970;54980;67470;93700;114980;60200;983;FL|33762
38005;0;6/19/2009;MANHEIM;7;FORD;TAURUS 3.0L V6 EFI;SES;4D SEDAN SE SVG;SILVER;AUTO;1;63063;AMERICAN;MEDIUM;FORD;22960;31190;29800;38690;22960;31190;29800;38690;36850;1125;NV|89165
53649;0;10/26/2009;OTHER;1;CHRYSLER;SEBRING 4C 2.4L I4 E;Bas;2D CONVERTIBLE LX;SILVER;AUTO;2;55110;AMERICAN;MEDIUM;CHRYSLER;84970;91810;96770;104150;90380;97050;130780;139040;75000;920;OK|74135
36483;0;9/30/2009;MANHEIM;4;MITSUBISHI;LANCER 2.0L I4 MPI;OZ;4D SEDAN O-Z RALLY;BLACK;AUTO;1;71758;OTHER ASIAN;COMPACT;OTHER;60750;72640;70610;83450;41930;48920;50280;57830;59700;569;TX|75236
40482;0;9/30/2010;MANHEIM;3;KIA;OPTIMA 4C;EX;4D SEDAN LX;GREY;AUTO;1;51105;OTHER ASIAN;MEDIUM;OTHER;65330;75220;98020;107390;65150;74200;96800;104700;79400;671;TX|76040
68988;0;9/24/2009;ADESA;4;FORD;TAURUS 3.0L V6 EFI;SE;4D SEDAN SE FFV;SILVER;AUTO;1;53642;AMERICAN;MEDIUM;FORD;39950;53950;48150;63270;39550;52660;47710;61870;50000;754;FL|32219
1207;0;11/30/2010;ADESA;2;CHEVROLET;IMPALA V6;LT;4D SEDAN LT 3.5L FFV;SILVER;AUTO;1;75993;AMERICAN;LARGE;GM;81470;93130;122120;131840;101420;119970;136670;155460;83550;1974;MN|55369
53836;0;11/24/2009;OTHER;1;DODGE;AVENGER 4C;SE;4D SEDAN;BLACK;AUTO;2;47339;AMERICAN;MEDIUM;CHRYSLER;78590;87550;89880;99550;76080;84840;116400;123080;78000;834;OK|74135
42446;0;3/4/2009;MANHEIM;6;FORD;FOCUS 2.0L I4 SPI;SE;4D SEDAN SE;WHITE;AUTO;1;59426;AMERICAN;COMPACT;FORD;32510;41620;40110;49950;28950;38070;36270;46120;54400;1220;VA|22801
55555;0;5/17/2010;OTHER;2;DODGE;CALIBER;SE;4D WAGON;BLUE;AUTO;2;48059;AMERICAN;MEDIUM;CHRYSLER;75160;81820;110930;117480;76340;85440;111230;120320;73000;693;OK|74135
45892;0;11/18/2009;MANHEIM;2;PONTIAC;G6 4C;Bas;4D SEDAN SE1;RED;AUTO;2;61053;AMERICAN;MEDIUM;GM;74200;84560;85140;96320;84600;95260;118590;129390;76400;923;MO|64161
33893;0;4/6/2010;MANHEIM;7;HYUNDAI;ELANTRA;GLS;4D SEDAN;SILVER;AUTO;2;82905;OTHER ASIAN;MEDIUM;OTHER;29690;36890;54900;62330;27000;35380;54460;65530;50100;894;FL|34761
64909;0;12/14/2010;MANHEIM;3;KIA;OPTIMA 4C;EX;4D SEDAN LX;SILVER;AUTO;2;60727;OTHER ASIAN;MEDIUM;OTHER;61810;71840;93670;103140;74710;93400;103600;122250;70000;728;TN|37210
19277;0;2/3/2009;OTHER;4;DODGE;DAKOTA PICKUP 2WD V6;ST;EXT CAB 3.7L;GREY;AUTO;2;55032;AMERICAN;SMALL TRUCK;CHRYSLER;70810;84030;81470;95750;74320;88550;85270;100630;57050;920;CA|95673
33456;0;4/28/2009;MANHEIM;4;GMC;ENVOY 2WD 6C 4.2L I6;SLE;4D UTILITY 4.2L;GREY;AUTO;1;61522;AMERICAN;MEDIUM SUV;GM;85940;99010;97820;111930;85940;99010;97820;111930;93000;1020;FL|34761
19419;0;3/20/2009;OTHER;3;CHEVROLET;MONTE CARLO 3.5L V6;LT;2D COUPE LT;WHITE;AUTO;1;69743;AMERICAN;LARGE;GM;77370;91460;88560;103780;72800;86500;83620;98420;66050;1703;CA|95673
26543;0;3/11/2009;MANHEIM;6;GMC;1500 SIERRA PICKUP 2;Sta;EXT CAB 4.8L;BLUE;AUTO;2;74497;AMERICAN;LARGE TRUCK;GM;57080;79300;66650;90640;18120;24450;24570;31410;87000;1455;FL|32824
21999;0;11/9/2010;OTHER;4;FORD;FREESTYLE FWD V6;SE;4D CUV 3.0L SE;SILVER;AUTO;1;89767;AMERICAN;CROSSOVER;FORD;71220;84360;110160;123240;69610;88840;108200;127250;75000;1633;TX|75020
43330;0;6/23/2010;MANHEIM;3;CHEVROLET;IMPALA;LS;4D SEDAN LS;GREY;AUTO;2;75864;AMERICAN;LARGE;GM;80120;90270;113960;125650;79300;91290;114210;127260;79000;1974;FL|32124
54338;0;1/20/2010;MANHEIM;3;CHRYSLER;SEBRING 4C;Bas;4D SEDAN;GREY;AUTO;2;79889;AMERICAN;MEDIUM;CHRYSLER;69050;81050;105000;117080;74490;88590;107340;123000;70150;1155;NJ|8505
